age,workclass,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
0.3709677419354839,4,16,2,10,0,1,1,-0.32917794689399427,-0.028415232954034062,0.5616438356164384,0,1
0.27419354838709675,4,13,2,13,0,4,1,-0.32917794689399427,-0.028415232954034062,0.5890410958904109,38,1
0.27419354838709675,4,10,4,8,3,2,0,-0.32917794689399427,-0.028415232954034062,0.4246575342465753,38,0
0.8870967741935483,0,4,0,0,1,4,0,-0.32917794689399427,-0.028415232954034062,0.0273972602739726,38,0
0.12903225806451613,4,13,4,10,1,4,1,-0.32917794689399427,-0.028415232954034062,0.5342465753424657,28,0
0.12903225806451613,4,13,2,10,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.08064516129032262,4,9,4,1,3,4,1,-0.32917794689399427,-0.028415232954034062,0.2191780821917808,38,0
0.09677419354838712,4,9,5,7,4,2,1,-0.32917794689399427,-0.028415232954034062,0.684931506849315,38,0
0.5967741935483871,4,9,2,3,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4246575342465753,38,0
0.24193548387096775,6,10,4,10,1,4,1,-0.32917794689399427,-0.028415232954034062,0.7671232876712328,38,0
0.467741935483871,7,10,2,4,0,2,1,2.024793943929633,-0.028415232954034062,0.4657534246575342,38,1
0.6290322580645161,6,7,6,8,4,4,0,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.11290322580645162,6,13,4,12,1,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.09677419354838712,2,10,2,11,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.14516129032258063,4,9,0,4,4,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.7741935483870968,0,9,2,0,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.30645161290322576,2,13,2,10,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.08064516129032262,4,3,4,9,1,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,13,0
0.0,4,6,4,7,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.04838709677419356,4,9,4,3,3,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.7741935483870968,4,14,2,10,0,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,1
0.435483870967742,5,11,2,12,0,4,1,-0.32917794689399427,-0.028415232954034062,0.5616438356164384,38,1
0.30645161290322576,4,9,2,5,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.1935483870967742,4,7,2,8,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.04838709677419356,7,10,4,5,3,4,1,-0.32917794689399427,-0.028415232954034062,0.3835616438356164,38,0
0.1774193548387097,4,11,2,10,5,4,0,-0.32917794689399427,-0.028415232954034062,0.4383561643835616,38,1
0.3548387096774194,4,4,2,3,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,25,0
0.5967741935483871,4,10,2,14,0,4,1,0.8674040184206175,-0.028415232954034062,0.6301369863013698,38,0
0.564516129032258,4,7,5,9,1,2,0,-0.32917794689399427,-0.028415232954034062,0.1917808219178082,38,0
0.6290322580645161,5,9,6,4,1,4,0,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.016129032258064502,4,10,4,8,3,4,1,-0.32917794689399427,-0.028415232954034062,0.2191780821917808,38,0
0.3548387096774194,4,9,0,6,3,2,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.08064516129032262,4,9,4,8,1,4,1,3.9831711829655227,-0.028415232954034062,0.7671232876712328,38,1
0.33870967741935487,4,5,3,4,1,4,1,-0.32917794689399427,-0.028415232954034062,0.684931506849315,25,0
0.06451612903225806,4,10,4,1,3,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.7419354838709677,4,9,2,3,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.27419354838709675,2,13,2,4,0,4,1,0.6209228305807346,-0.028415232954034062,0.6301369863013698,38,1
0.4032258064516129,5,9,2,4,0,4,1,1.2562625383667683,-0.028415232954034062,0.6301369863013698,38,1
0.25806451612903225,4,9,2,6,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.20967741935483875,4,13,4,4,1,4,0,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.3548387096774194,4,10,0,12,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.14516129032258063,4,14,4,4,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.25806451612903225,4,9,4,7,3,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.4838709677419355,2,9,0,1,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.3870967741935484,4,13,4,8,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,0,0
0.3870967741935484,5,12,2,3,0,4,1,4.2709877252878705,-0.028415232954034062,0.7671232876712328,38,1
0.03225806451612906,4,10,4,8,3,4,1,-0.32917794689399427,-0.028415232954034062,0.2191780821917808,38,0
0.467741935483871,4,9,5,14,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.4193548387096774,4,9,2,12,0,4,1,-0.32917794689399427,-0.028415232954034062,0.6027397260273972,38,0
0.6129032258064516,4,10,2,4,0,4,1,4.2709877252878705,-0.028415232954034062,0.5616438356164384,38,1
0.467741935483871,4,11,2,13,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.20967741935483875,4,9,2,7,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,25,0
0.06451612903225806,4,10,5,6,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.467741935483871,4,10,2,3,0,3,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,6,0
0.0,0,6,4,0,3,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.3870967741935484,4,9,2,7,0,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.8387096774193548,5,9,2,12,0,4,1,-0.32917794689399427,-0.028415232954034062,0.3561643835616438,38,0
0.532258064516129,4,9,2,14,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.04838709677419356,4,10,4,1,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.4516129032258065,5,10,2,7,0,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.09677419354838712,4,13,4,4,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.22580645161290325,6,10,2,3,0,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.4193548387096774,4,9,5,7,1,4,0,-0.32917794689399427,-0.028415232954034062,0.547945205479452,38,0
0.04838709677419356,1,7,4,8,3,4,0,-0.32917794689399427,-0.028415232954034062,0.0821917808219178,38,0
0.6129032258064516,4,9,2,12,0,4,1,-0.32917794689399427,-0.028415232954034062,0.7123287671232876,38,1
0.11290322580645162,1,10,4,2,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.3870967741935484,0,14,2,0,5,4,0,2.024793943929633,-0.028415232954034062,0.0821917808219178,38,1
0.6774193548387096,4,13,4,4,1,4,0,-0.32917794689399427,-0.028415232954034062,0.2876712328767123,38,0
0.5161290322580645,1,4,4,8,1,2,1,-0.32917794689399427,-0.028415232954034062,0.2191780821917808,38,0
0.25806451612903225,4,14,2,10,5,4,0,1.2562625383667683,-0.028415232954034062,0.0821917808219178,38,1
0.6774193548387096,1,13,0,1,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.27419354838709675,4,14,4,8,1,0,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.04838709677419356,4,9,4,6,3,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.12903225806451613,4,13,4,4,3,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.5161290322580645,4,6,2,5,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.6774193548387096,4,9,2,14,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.04838709677419356,4,9,4,1,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.5483870967741935,0,10,2,0,5,4,0,-0.32917794689399427,-0.028415232954034062,0.1917808219178082,38,0
0.25806451612903225,4,10,4,1,4,2,0,-0.32917794689399427,-0.028415232954034062,0.4246575342465753,38,0
0.08064516129032262,4,10,4,14,3,2,1,-0.32917794689399427,-0.028415232954034062,0.47945205479452047,38,0
0.6612903225806451,6,5,6,8,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.564516129032258,2,9,6,1,4,4,0,-0.32917794689399427,-0.028415232954034062,0.3287671232876712,38,0
0.30645161290322576,4,6,5,7,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.3870967741935484,2,9,2,11,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.1774193548387097,4,9,4,14,3,4,1,0.46599179822423675,-0.028415232954034062,0.4931506849315068,38,0
0.03225806451612906,4,10,4,6,3,2,1,-0.32917794689399427,-0.028415232954034062,0.1643835616438356,38,0
0.016129032258064502,4,9,4,8,1,4,0,-0.32917794689399427,-0.028415232954034062,0.3287671232876712,38,0
0.016129032258064502,4,9,4,7,3,4,0,-0.32917794689399427,-0.028415232954034062,0.6027397260273972,38,0
0.1774193548387097,4,10,2,3,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.1935483870967742,4,11,2,4,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.04838709677419356,0,9,4,0,3,4,0,-0.32917794689399427,-0.028415232954034062,0.2191780821917808,38,0
0.3709677419354839,4,10,2,6,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.14516129032258063,4,9,4,6,4,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.467741935483871,4,9,2,3,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.09677419354838712,4,7,4,8,1,4,0,-0.32917794689399427,-0.028415232954034062,0.273972602739726,38,0
0.435483870967742,4,9,3,1,4,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.4193548387096774,4,13,0,12,4,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.22580645161290325,2,13,0,10,4,4,0,-0.32917794689399427,-0.028415232954034062,0.7671232876712328,38,0
0.016129032258064502,4,10,4,12,3,4,0,-0.32917794689399427,-0.028415232954034062,0.2876712328767123,38,0
0.03225806451612906,4,10,4,11,3,4,1,-0.32917794689399427,-0.028415232954034062,0.3561643835616438,38,0
0.3870967741935484,4,10,0,13,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.3870967741935484,4,9,0,6,4,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.8387096774193548,4,9,0,1,1,4,0,-0.32917794689399427,-0.028415232954034062,0.2876712328767123,38,0
0.5,1,16,2,10,5,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.1774193548387097,4,9,4,10,3,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.16129032258064518,6,9,2,3,0,4,1,-0.32917794689399427,-0.028415232954034062,0.7671232876712328,20,1
0.3870967741935484,4,10,2,1,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.11290322580645162,4,9,4,3,4,2,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.04838709677419356,0,9,4,0,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.4032258064516129,5,16,2,10,0,4,1,-0.32917794689399427,-0.028415232954034062,0.5068493150684932,38,1
0.6451612903225806,4,9,2,3,0,2,1,-0.32917794689399427,-0.028415232954034062,0.6027397260273972,38,0
0.20967741935483875,4,12,4,10,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.30645161290322576,4,9,2,12,0,4,1,-0.32917794689399427,-0.028415232954034062,0.7671232876712328,38,1
0.5161290322580645,4,4,2,7,0,2,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.25806451612903225,4,9,2,7,5,4,0,-0.32917794689399427,-0.028415232954034062,0.4246575342465753,38,0
0.09677419354838712,4,6,2,5,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.467741935483871,4,14,2,10,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.016129032258064502,4,10,4,1,3,1,0,-0.32917794689399427,-0.028415232954034062,0.2465753424657534,11,0
0.3709677419354839,4,9,2,4,0,4,1,2.024793943929633,-0.028415232954034062,0.6986301369863013,38,1
0.27419354838709675,4,14,4,10,3,4,0,-0.32917794689399427,-0.028415232954034062,0.3561643835616438,38,0
0.4838709677419355,6,9,6,4,1,4,0,-0.32917794689399427,-0.028415232954034062,0.3561643835616438,38,0
0.435483870967742,4,11,6,4,4,4,0,-0.32917794689399427,-0.028415232954034062,0.3561643835616438,38,0
0.25806451612903225,4,9,2,12,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.6129032258064516,4,13,2,4,0,4,1,4.2709877252878705,-0.028415232954034062,0.6301369863013698,38,1
0.03225806451612906,4,9,4,12,1,4,1,0.5609100196284152,-0.028415232954034062,0.3561643835616438,38,0
0.1774193548387097,4,10,4,8,1,2,1,-0.32917794689399427,-0.028415232954034062,0.136986301369863,38,0
0.16129032258064518,4,7,2,8,5,2,0,-0.32917794689399427,-0.028415232954034062,0.3835616438356164,38,0
0.532258064516129,4,4,2,7,0,4,1,-0.32917794689399427,-0.028415232954034062,0.2191780821917808,38,0
0.08064516129032262,4,7,4,3,4,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.12903225806451613,4,10,4,1,3,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.14516129032258063,2,9,4,3,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.08064516129032262,4,13,4,12,1,4,1,-0.32917794689399427,-0.028415232954034062,0.2876712328767123,38,0
0.4032258064516129,4,10,4,6,4,2,0,-0.32917794689399427,24.606296146685875,0.4931506849315068,38,0
0.33870967741935487,5,13,0,4,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.6129032258064516,4,7,2,8,0,4,1,-0.32917794689399427,-0.028415232954034062,0.3561643835616438,38,0
0.24193548387096775,4,9,2,12,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.08064516129032262,4,9,2,3,0,4,1,-0.32917794689399427,-0.028415232954034062,0.5616438356164384,38,0
0.1935483870967742,4,13,4,12,3,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.467741935483871,7,14,2,4,0,4,1,-0.32917794689399427,-0.028415232954034062,0.5616438356164384,38,1
0.22580645161290325,4,10,2,4,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.6612903225806451,6,16,2,10,0,4,1,-0.32917794689399427,-0.028415232954034062,0.1643835616438356,38,1
0.4032258064516129,4,9,2,3,0,4,1,-0.32917794689399427,-0.028415232954034062,0.5616438356164384,38,0
0.016129032258064502,4,9,4,6,4,4,1,-0.32917794689399427,-0.028415232954034062,0.2876712328767123,38,0
0.6612903225806451,2,9,0,4,1,4,1,-0.32917794689399427,-0.028415232954034062,0.3972602739726027,38,0
0.27419354838709675,4,14,4,10,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.14516129032258063,4,13,4,1,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.7096774193548387,4,8,2,4,0,4,1,-0.32917794689399427,-0.028415232954034062,0.7671232876712328,38,0
0.5,2,14,5,1,4,2,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.30645161290322576,4,10,2,4,0,4,1,-0.32917794689399427,-0.028415232954034062,0.5616438356164384,38,1
0.11290322580645162,4,11,2,7,0,4,1,-0.32917794689399427,-0.028415232954034062,0.5616438356164384,38,0
0.3709677419354839,4,10,2,7,0,4,1,-0.32917794689399427,-0.028415232954034062,0.452054794520548,38,0
0.25806451612903225,5,9,2,12,0,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,1
0.27419354838709675,4,14,4,4,3,4,1,1.0945953741686836,-0.028415232954034062,0.4931506849315068,38,0
0.6290322580645161,5,10,2,4,0,4,1,4.2709877252878705,-0.028415232954034062,0.4931506849315068,38,1
0.1774193548387097,0,9,2,0,3,4,0,-0.32917794689399427,-0.028415232954034062,0.4657534246575342,38,1
0.32258064516129037,4,13,6,4,1,4,0,-0.32917794689399427,-0.028415232954034062,0.6986301369863013,38,0
0.435483870967742,4,9,0,12,4,2,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.7580645161290323,0,10,2,0,0,4,1,-0.32917794689399427,-0.028415232954034062,0.0547945205479452,38,0
0.5967741935483871,4,9,0,6,1,4,1,-0.32917794689399427,-0.028415232954034062,0.5616438356164384,38,0
0.09677419354838712,4,9,4,7,1,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.27419354838709675,7,13,3,5,1,2,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,0,0
0.08064516129032262,4,9,4,8,1,4,0,-0.32917794689399427,-0.028415232954034062,0.5616438356164384,38,0
0.3548387096774194,4,13,5,10,1,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,1
0.4838709677419355,4,10,0,1,1,2,0,-0.32917794689399427,-0.028415232954034062,0.452054794520548,38,0
1.0,0,4,6,0,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.14516129032258063,4,9,4,10,4,2,0,-0.32917794689399427,-0.028415232954034062,0.6986301369863013,38,0
0.22580645161290325,4,10,0,4,4,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.435483870967742,4,10,4,14,1,4,1,-0.32917794689399427,-0.028415232954034062,0.5616438356164384,38,0
0.4032258064516129,5,15,2,10,5,4,0,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,1
0.03225806451612906,4,9,4,7,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.16129032258064518,4,9,2,6,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.5483870967741935,2,10,2,11,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.1774193548387097,5,13,2,4,0,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.6451612903225806,4,13,0,3,1,4,1,-0.32917794689399427,-0.028415232954034062,0.5616438356164384,38,0
0.4516129032258065,2,13,0,10,4,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.532258064516129,4,11,2,10,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.27419354838709675,5,13,2,12,0,4,1,-0.32917794689399427,-0.028415232954034062,0.684931506849315,38,0
0.4516129032258065,4,4,2,3,0,2,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.903225806451613,2,9,2,4,0,4,1,-0.32917794689399427,-0.028415232954034062,0.2191780821917808,38,0
0.27419354838709675,4,13,2,10,5,4,0,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,1
0.22580645161290325,4,10,2,12,0,4,1,-0.32917794689399427,-0.028415232954034062,0.6986301369863013,38,1
0.03225806451612906,4,7,4,12,1,4,1,-0.32917794689399427,-0.028415232954034062,0.1095890410958904,38,0
0.12903225806451613,4,10,4,8,3,4,0,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.33870967741935487,1,11,0,3,4,4,0,1.6601242610509988,-0.028415232954034062,0.4931506849315068,38,0
0.3548387096774194,4,13,2,14,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.09677419354838712,4,13,4,13,3,2,0,-0.32917794689399427,-0.028415232954034062,0.3835616438356164,38,0
0.5161290322580645,4,9,2,7,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.25806451612903225,1,9,4,8,1,4,1,-0.32917794689399427,-0.028415232954034062,0.3835616438356164,38,0
0.06451612903225806,4,3,4,7,2,4,1,-0.32917794689399427,-0.028415232954034062,0.4657534246575342,25,0
0.22580645161290325,4,11,5,3,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.09677419354838712,4,13,4,4,1,4,0,-0.32917794689399427,-0.028415232954034062,0.5616438356164384,38,0
0.27419354838709675,4,13,2,1,0,1,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,29,0
0.12903225806451613,4,9,4,7,1,1,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,29,0
0.3548387096774194,4,9,4,3,4,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.564516129032258,5,9,2,12,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.7419354838709677,2,5,2,14,0,4,1,2.024793943929633,-0.028415232954034062,0.4931506849315068,38,1
0.3870967741935484,4,10,2,3,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.467741935483871,4,13,2,10,0,4,1,4.2709877252878705,-0.028415232954034062,0.4657534246575342,38,1
0.5806451612903226,2,9,2,4,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.12903225806451613,0,5,5,0,1,4,0,-0.006149806308806092,-0.028415232954034062,0.4931506849315068,38,0
0.967741935483871,0,10,2,0,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4246575342465753,38,0
0.016129032258064502,4,8,4,9,3,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.33870967741935487,4,15,2,10,0,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.6129032258064516,4,14,4,4,4,1,0,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,36,0
0.27419354838709675,4,9,2,13,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.27419354838709675,4,11,0,13,4,4,0,-0.32917794689399427,-0.028415232954034062,0.7671232876712328,38,0
0.564516129032258,4,10,2,13,0,4,1,1.2057415495548667,-0.028415232954034062,0.4931506849315068,38,0
0.4032258064516129,4,9,4,8,4,2,0,-0.32917794689399427,-0.028415232954034062,0.3287671232876712,14,0
0.14516129032258063,4,10,4,12,1,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.22580645161290325,4,9,2,14,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.12903225806451613,2,9,4,8,3,4,0,-0.32917794689399427,-0.028415232954034062,0.4246575342465753,38,0
0.03225806451612906,4,10,4,8,3,4,0,-0.32917794689399427,-0.028415232954034062,0.1095890410958904,38,0
0.7258064516129032,6,10,2,14,0,4,1,-0.32917794689399427,-0.028415232954034062,0.3835616438356164,38,0
0.08064516129032262,1,10,4,1,3,4,0,-0.32917794689399427,-0.028415232954034062,0.2191780821917808,38,0
0.3548387096774194,0,9,2,0,5,4,0,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.29032258064516125,4,9,2,6,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.1774193548387097,4,9,2,12,3,4,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.4838709677419355,4,9,2,14,0,4,1,-0.32917794689399427,-0.028415232954034062,0.9041095890410958,38,1
0.435483870967742,7,9,2,7,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.06451612903225806,4,10,4,12,3,4,1,-0.32917794689399427,-0.028415232954034062,0.1506849315068493,38,0
0.29032258064516125,4,11,4,3,1,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.11290322580645162,4,13,2,10,0,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,1
0.4032258064516129,1,13,4,10,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,0,0
0.1774193548387097,4,13,4,13,3,4,1,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.06451612903225806,4,10,4,7,2,4,1,-0.32917794689399427,-0.028415232954034062,0.4246575342465753,38,0
0.7258064516129032,1,10,0,13,1,2,1,1.0945953741686836,-0.028415232954034062,0.4931506849315068,38,0
0.3548387096774194,4,9,4,8,1,2,0,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.20967741935483875,7,9,4,8,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
0.532258064516129,4,10,2,4,5,4,0,-0.32917794689399427,-0.028415232954034062,0.6301369863013698,38,0
0.1774193548387097,2,14,4,10,1,4,1,-0.32917794689399427,-0.028415232954034062,0.4931506849315068,38,0
